audio_file,annotation,low_f,high_f,start_time,end_time
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18,51.78726708,33574.381,33581.359
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.7189441,47.56677019,33587.23676,33599.5109
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.08540373,57,33612.744,33624.339
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,33.4984472,49.44254658,33633.5,33660.99408
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.55434783,52.25621118,33662.0271,33675.89688
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19,55,33677.253,33684.009
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.25,49.44254658,33699.62679,33711.90093
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.31055901,49.31055901,33729.359,33736.444
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.89906832,50.38043478,33750.30872,33770.56106
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.90372671,50.90372671,33779.438,33787.335
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.83695652,50.38043478,33803.68069,33821.72368
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.67857143,51.31832298,33817.90841,33842.82492
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,51.31832298,33858.28006,33880.18941
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,51.31832298,33886.25483,33904.60467
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,54.60093168,33919.32336,33939.63707
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,49.44254658,33945.76386,33962.70218
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,49.91149068,33969.39159,33990.19626
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,74.29658385,90.24068323,34040.48598,34056.9947
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.25,51.31832298,34047.7891,34060.43146
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.37267081,50.37267081,34094.838,34114.032
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,40.0636646,49.91149068,34187.25483,34198.36293
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.89906832,52.25621118,34195.11028,34216.16044
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.15217391,53.15217391,34235.284,34246.426
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14.27173913,50.84937888,34245.96604,34265.91153
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.23447205,89.30279503,34257.62648,34273.58287
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,38.1878882,49.91149068,34261.67695,34281.43832
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.15217391,52.15217391,34289.248,34301.439
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.08540373,53.19409938,34297.61963,34320.01994
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,54.13198758,34344.12835,34368.49252
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.89906832,51.31832298,34360.82118,34380.21433
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.30590062,49.44254658,34391.54735,34429.29034
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.70341615,89.77173913,34394.12492,34412.04517
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.55434783,53.19409938,34450.07445,34471.18598
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.05124224,52,34638.325,34645.403
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.43478261,52.43478261,34688.01,34695.294
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.43012422,55.53881988,34683.01994,34713.58255
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.3742236,50.38043478,34722.82897,34746.4567
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,73.35869565,89.30279503,34728.29097,34745.65888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,52.49689441,35022.453,35033.716
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,52.96583851,35346.608,35353.561
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.23447205,88.83385093,35376.35234,35391.81776
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.09006211,53.09006211,35396.232,35402.322
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,13,59,35433.511,35454.247
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12,52,35990.696,35997.517
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.39596273,50.84937888,35997.16106,36018.57944
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,29.27795031,35997.65202,35999.61589
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.92701863,50.84937888,36025.14611,36048.71246
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,29.27795031,36027.78505,36030.05576
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,29.27795031,36035.70187,36037.42025
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,25.99534161,52.25621118,36051.21838,36069.07726
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.8431677,53.19409938,36074.40623,36094.96542
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22,53,38002.455,38009.662
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11,52,38040.993,38051.341
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.7189441,56.47670807,38057.26542,38078.43832
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22,49,38208.35,38215.068
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.89906832,51.78726708,38207.19315,38225.48162
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,30.21583851,39173.50031,39175.34143
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14,50,39191.208,39197.365
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,50,39242.052,39248.83
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.96118012,51.78726708,39279.4567,39300.50685
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,16,50,40247.441,40253.678
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14,51,40283.473,40303.659
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.49689441,52.49689441,45453.742,45465.674
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,16.14751553,52.72515528,45478.57227,45499.56106
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.39596273,26.46428571,45480.16791,45482.25452
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.98575949,32.56055901,45497.78131,45499.43832
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.55900621,54.55900621,45504.322,45515.897
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.64082278,25.05745342,45517.77788,45519.31215
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.15641953,33.50735121,45535.08442,45537.04829
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.43012422,55.06987578,45554.16044,45567.60062
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.92701863,25.05745342,45556.61526,45558.33364
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,31.62267081,45573.48193,45575.62991
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,25.99534161,48.97360248,45586.54361,45606.12087
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.98913043,28.34006211,45593.4785,45595.68785
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,33.02950311,45612.44206,45614.46729
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.68512658,27.40217391,45631.76355,45633.48193
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.36801242,52.72515528,45640.2838,45660.96573
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.74068323,33.9673913,45649.25421,45651.64766
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,27.40217391,45668.69844,45670.96916
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,35.8431677,45685.45265,45687.96885
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,52.25621118,45695.56854,45716.49595
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.36056294,26.49099772,45705.081,45707.35171
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.74068323,34.9052795,45722.07041,45724.40249
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.91811463,27.86221401,45743.18193,45745.20717
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,16.68322981,53.68322981,45747.289,45758.617
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.27173913,29.74689441,45761.3271,45762.92274
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.36801242,51.78726708,45762.37041,45782.62274
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.77484472,51.31832298,45796.91184,45815.0162
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,16.14751553,56.00776398,45812.31589,45834.83894
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.52018634,26.93322981,45822.50343,45824.89688
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,35.3742236,45839.7486,45842.14206
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.9052795,52.25621118,45848.07446,45865.62648
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.39596273,28.34006211,45862.55794,45864.82866
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.27173913,34.4363354,45880.17134,45882.87165
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,76.17236025,85.55124224,45897.16075,45911.70561
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.05124224,29.74689441,45901.33396,45904.15701
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.74068323,37.25,45919.31558,45921.77041
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,27.40217391,45937.96199,45940.72368
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.08540373,52.72515528,45947.8324,45967.96199
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.55434783,32.56055901,45955.32991,45957.41651
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.98913043,30.21583851,45974.40592,45976.61527
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,34.9052795,45991.0271,45993.11371
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.86490683,50.38043478,45998.33022,46019.19626
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.80279503,26.93322981,46010.23614,46012.6296
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,32.56055901,46027.04143,46029.0053
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,25.52639752,46045.08442,46047.29377
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.98575949,34.62183544,46391.49266,46393.50951
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.39596273,26.93322981,46411.20062,46413.10312
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.02795031,54.02795031,46426.878,46444.039
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.64082278,25.54272152,46601.73185,46603.80982
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,33.02950311,46618.03832,46620.24766
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,73.35869565,86.95807453,46629.76012,46642.83209
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,27.40217391,46642.26947,46644.96978
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,23.18167702,51.78726708,46648.22243,46674.79595
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,33.4984472,46658.53271,46661.04891
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14.74068323,53.19409938,46678.65202,46699.88629
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.92701863,27.40217391,46678.96916,46681.23988
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.80279503,35.3742236,46695.40623,46698.29065
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.49223602,49.91149068,46705.89034,46726.38816
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,27.87111801,46716.75296,46719.02368
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.53164557,51.53164557,46731.421,46750.161
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.08540373,35.3742236,46732.83209,46734.85732
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,28.80900621,46752.64455,46754.91526
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.08540373,51.78726708,46757.37009,46778.42025
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,33.4984472,46769.5215,46771.6081
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,9.582298137,52.72515528,46772.15016,46795.90062
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,26.93322981,46791.60467,46794.24361
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.9052795,50.84937888,46807.55078,46824.4891
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,33.4984472,46809.58629,46811.79564
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.86490683,26.46428571,46830.50343,46832.34455
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.74068323,36.7810559,46846.39844,46848.60779
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.58850932,50.38043478,46863.89377,46883.83925
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.92701863,29.27795031,46865.73489,46868.12835
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,33.9673913,46882.67321,46885.25078
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.92701863,27.87111801,46901.7595,46903.84611
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.55434783,52.72515528,46909.113,46919.974
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.74068323,33.9673913,46917.76698,46919.73084
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.98913043,25.52639752,46938.00903,46939.66604
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,34.9052795,46954.88598,46956.97259
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14,62,46960.944,46980.694
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.15217391,54.15217391,47011.429,47021.611
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,40.5326087,50.38043478,47019.84673,47033.22555
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,27.87111801,47041.43894,47043.34143
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,37.7189441,47058.43863,47060.83209
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.39596273,26.93322981,47080.90031,47083.29377
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,36.3121118,47097.53178,47100.17072
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,74.76552795,87.89596273,47111.7595,47126.4271
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.68512658,27.40217391,47117.40561,47119.36947
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,33.02950311,47133.85296,47135.87819
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,27.40217391,47154.94393,47156.84642
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,52.72515528,47160.83551,47181.64019
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,33.9673913,47172.61869,47174.95078
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.98913043,29.27795031,47192.9324,47195.4486
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,34.9052795,47209.73769,47212.19252
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.52018634,51.31832298,47212.36636,47233.17103
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.92701863,27.40217391,47230.90031,47232.92555
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,36.3121118,47247.40903,47250.04798
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,9.582298137,50.84937888,47264.15732,47278.39533
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,27.87111801,47267.65545,47269.92617
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,23.65062112,51.78726708,47278.88629,47299.01589
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,33.4984472,47284.47103,47286.43489
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.86490683,28.34006211,47304.41651,47306.01215
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,35.3742236,47321.45701,47323.48224
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,52.25621118,47330.72399,47350.79221
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.05124224,28.80900621,47341.70935,47344.16417
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,33.9673913,47359.44548,47361.22523
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.52018634,28.34006211,47379.61589,47381.51838
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.3121118,51.31832298,47381.70249,47399.25452
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.27173913,32.56055901,47396.00187,47398.64081
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,26.46428571,47415.81433,47417.65545
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.9052795,52.25621118,47432.92648,47459.43863
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,32.56055901,47433.41745,47435.74953
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,39.1257764,52.25621118,47476.24393,47496.43489
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.43478261,53.43478261,47490.052,47496.719
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.53322785,53.25791139,47527.79297,47548.87828
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.64082278,26.02056962,47530.97104,47532.9879
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.46360759,33.66613924,47548.206,47550.46732
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.03006329,16.03006329,47550.52844,47551.52844
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.20727848,28.40981013,47569.1607,47571.78873
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,33.18829114,54.21360759,47577.96153,47600.94147
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.50791139,34.62183544,47586.45677,47588.47363
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.16297468,28.88765823,47605.88356,47608.206
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.55221519,35.57753165,47622.56846,47625.07425
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.62183544,51.82436709,47642.54529,47662.59162
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.11867089,28.88765823,47643.03423,47645.29555
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.98575949,34.62183544,47659.5969,47661.73599
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.68512658,28.88765823,47682.44623,47684.8909
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.98575949,34.62183544,47699.79504,47701.93413
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.16297468,27.45411392,47719.78025,47722.16381
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.72943038,52.30221519,47723.25553,47743.24074
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.46360759,36.05537975,47735.41779,47737.86246
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,9.773734177,30.32120253,47757.04478,47759.61169
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.46360759,36.05537975,47773.11851,47775.50207
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.28639241,52.78006329,47773.84354,47794.56215
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.20727848,29.36550633,47792.36194,47794.68438
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.55221519,36.05537975,47808.61903,47810.88035
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.05537975,52.78006329,47825.1122,47837.64116
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.68512658,29.84335443,47828.7181,47830.97942
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.55221519,35.09968354,47845.70021,47848.08376
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.20727848,26.49841772,47867.64116,47869.41355
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.55221519,35.57753165,47883.76763,47886.02896
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.49689441,56.49689441,48061.404,48073.779
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.37267081,55.37267081,48218.522,48224.618
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.09006211,56.09006211,48255.26,48267.084
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,16.61645963,50.84937888,48266.82523,48289.59377
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.74534161,52.74534161,48306.633,48326.852
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.43012422,51.31832298,48321.2405,48343.76355
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.09006211,53.09006211,48358.73,48368.813
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.8431677,49.91149068,48369.77445,48391.99065
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,50.84937888,48392.65545,48412.47819
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.55900621,52.55900621,48501.434,48521.758
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.37267081,52.37267081,48565.497,48572.63
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,50.38043478,48573.27601,48591.99408
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,50.38043478,48601.74174,48617.7595
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.08540373,32.09161491,48729.63769,48731.11059
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14,56,48739.156,48756.779
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,30.68478261,48736.81807,48738.78193
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,10.52018634,24.11956522,48750.74922,48752.71308
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,25.52639752,48759.95483,48761.79595
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,31.15372671,48768.54673,48770.32648
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.08540373,33.02950311,48776.46355,48778.36604
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.84161491,52.84161491,48788.544,48807.843
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,26.46428571,48787.80685,48789.77072
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,29.27795031,48806.03396,48807.69097
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.86490683,26.46428571,48828.1785,48830.20374
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14.09006211,53.09006211,48836.427,48856.693
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,27.40217391,48941.58692,48943.3053
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.15217391,52.15217391,48957.283,48974.057
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,50.84937888,52925.52928,52946.88629
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.7810559,50.38043478,52945.96573,52965.66573
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.55900621,49.55900621,52978.852,52998.941
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,51.31832298,52999.64455,53018.42399
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.7189441,51.78726708,53028.66262,53045.84642
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,76.17236025,89.77173913,53044.55763,53060.26854
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.25,49.44254658,53093.32679,53116.46355
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.96583851,50.96583851,53159.54,53167.166
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24,53,53212.643,53220.032
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.3121118,48.50465839,53228.61589,53246.35202
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,52.72515528,53249.11371,53272.98692
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18,53,54275.111,54281.261
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,39.1257764,51.78726708,54289.89377,54302.78162
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.3121118,52.25621118,54303.57944,54333.89657
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,25.05745342,53.90372671,54469.347,54480.261
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14.27173913,53.49689441,54583.505,54593.18
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,48.50465839,54602.74206,54620.53956
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,40.0636646,51.31832298,54635.74922,54656.24704
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11,53.19409938,55361.468,55376.336
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,25.05745342,49.44254658,55488.63769,55510.05607
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12,57,55517.175,55533.981
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,51.78726708,55535.33053,55564.05202
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.3121118,46.62888199,55607.22212,55618.51433
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,33.9673913,50.38043478,55621.81807,55639.06324
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,77.11024845,93.05434783,55625.19346,55642.62274
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.83695652,51.78726708,55660.10312,55673.66604
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,9.113354037,55.49689441,55673.956,55690.588
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.84161491,54.84161491,55901.257,55915.526
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,52.72515528,55925.3162,55945.44579
